Talk_ID,Speaker,Topic,Source_Url,Video_Description,Staged_At,Video_Duration,Date_Created(mm/yyyy),Publised_On,Total_Views
1303,Pavan Sukhdev,Put a value on nature!,http://www.ted.com/talks/view/id/1303,"Every day, we use materials from the earth without thinking, for free. But what if we had to pay for their true value: would it make us more careful about what we use and what we waste? Think of Pavan Sukhdev as nature's banker -- assessing the value of the Earth's assets. Eye-opening charts will make you think differently about the cost of air, water, trees ...",TEDGlobal 2011,0:16:31,7/2011,12/14/11,13.342496
63,Charles Leadbeater,The era of open innovation,http://www.ted.com/talks/view/id/63,"In this deceptively casual talk, Charles Leadbeater weaves a tight argument that innovation isn't just for professionals anymore. Passionate amateurs, using new tools, are creating products and paradigms that companies can't.",TEDGlobal 2005,0:19:01,7/2005,1/31/07,14.13950817
876,Brian Cox,Why we need the explorers,http://www.ted.com/talks/view/id/876,"In tough economic times, our exploratory science programs -- from space probes to the LHC -- are first to suffer budget cuts. Brian Cox explains how curiosity-driven science pays for itself, powering innovation and a profound appreciation of our existence.",TEDSalon London 2010,0:16:29,4/2010,6/3/10,14.28247206
1556,Shyam Sankar,The rise of human-computer cooperation,http://www.ted.com/talks/view/id/1556,"Brute computing force alone can't solve the world's problems. Data mining innovator Shyam Sankar explains why solving big problems (like catching terrorists or identifying huge hidden trends) is not a question of finding the right algorithm, but rather the right symbiotic relationship between computation and human creativity.",TEDGlobal 2012,0:12:12,6/2012,9/6/12,13.64158089
393,Luca Turin,The science of scent,http://www.ted.com/talks/view/id/393,"What's the science behind a sublime perfume? With charm and precision, biophysicist Luca Turin explains the molecular makeup -- and the art -- of a scent.",TED2005,0:15:53,2/2005,11/7/08,13.00941638
2466,Danielle Feinberg,The magic ingredient that brings Pixar movies to life,http://www.ted.com/talks/view/id/2466,"Danielle Feinberg, Pixar's director of photography, creates stories with soul and wonder using math, science and code. Go behind the scenes of Finding Nemo, Toy Story, Brave, WALL-E and more, and discover how Pixar interweaves art and science to create fantastic worlds where the things you imagine can become real. This talk comes from the PBS special ""TED Talks: Science & Wonder.""",TED Talks Live,0:12:04,11/2015,4/6/16,14.7528126
885,Margaret Gould Stewart,How YouTube thinks about copyright,http://www.ted.com/talks/view/id/885,"Margaret Gould Stewart, YouTube's head of user experience, talks about how the ubiquitous video site works with copyright holders and creators to foster (at the best of times) a creative ecosystem where everybody wins.",TED2010,0:05:45,2/2010,6/15/10,13.54952083
351,Marvin Minsky,Health and the human mind,http://www.ted.com/talks/view/id/351,"Listen closely -- Marvin Minsky's arch, eclectic, charmingly offhand talk on health, overpopulation and the human mind is packed with subtlety: wit, wisdom and just an ounce of wily, is-he-joking? advice.",TED2003,0:13:33,2/2003,9/22/08,13.13360792
1203,Mark Pagel,How language transformed humanity,http://www.ted.com/talks/view/id/1203,"Biologist Mark Pagel shares an intriguing theory about why humans evolved our complex system of language. He suggests that language is a piece of ""social technology"" that allowed early human tribes to access a powerful new tool: cooperation.",TEDGlobal 2011,0:20:10,7/2011,8/3/11,14.15097443
738,Charles Fleischer,All things are Moleeds,http://www.ted.com/talks/view/id/738,"In a presentation that can only be described as epic, comedian Charles Fleischer delivers a hysterical send-up of a time-honored TED theme: the map. Geometry, numbers, charts and stamp art also factor in (somehow), as he weaves together a unique theory of everything called ""Moleeds.""",TED2005,0:18:03,2/2005,1/15/10,13.86240655
961,Steven Johnson,Where good ideas come from,http://www.ted.com/talks/view/id/961,"People often credit their ideas to individual ""Eureka!"" moments. But Steven Johnson shows how history tells a different story. His fascinating tour takes us from the ""liquid networks"" of London's coffee houses to Charles Darwin's long, slow hunch to today's high-velocity web.",TEDGlobal 2010,0:17:45,7/2010,9/21/10,15.16986601
811,Kirk Citron,"And now, the real news",http://www.ted.com/talks/view/id/811,"How many of today's headlines will matter in 100 years? 1000? Kirk Citron's ""Long News"" project collects stories that not only matter today, but will resonate for decades -- even centuries -- to come. At TED2010, he highlights recent headlines with the potential to shape our future.",TED2010,0:03:21,2/2010,4/1/10,13.42564366
2443,Travis Kalanick,Uber's plan to get more people into fewer cars,http://www.ted.com/talks/view/id/2443,"Uber didn't start out with grand ambitions to cut congestion and pollution. But as the company took off, co-founder Travis Kalanick wondered if there was a way to get people using Uber along the same routes to share rides, reducing costs and carbon footprint along the way. The result: uberPOOL, the company's carpooling service, which in its first eight months took 7.9 million miles off the roads and 1,400 metric tons of carbon dioxide out of the air in Los Angeles. Now, Kalanick says carpooling could work for commuters in the suburbs, too. ""With the technology in our pockets today, and a little smart regulation,"" he says, ""we can turn every car into a shared car, and we can reclaim our cities starting today.""",TED2016,0:19:18,2/2016,3/4/16,14.2510806
2161,Aziz Abu Sarah,"For more tolerance, we need more ... tourism?",http://www.ted.com/talks/view/id/2161,Aziz Abu Sarah is a Palestinian activist with an unusual approach to peace-keeping: Be a tourist. The TED Fellow shows how simple interactions with people in different cultures can erode decades of hate. He starts with Palestinians visiting Israelis and moves beyond ...,TED2014,0:04:37,3/2014,1/7/15,14.05964427
1245,Michael Nielsen,Open science now!,http://www.ted.com/talks/view/id/1245,What if every scientist could share their data as easily as they tweet about their lunch? Michael Nielsen calls for scientists to embrace new tools for collaboration that will enable discoveries to happen at the speed of Twitter.,TEDxWaterloo,0:16:35,3/2011,11/13/11,11.82923873
1012,Kim Gorgens,Protecting the brain against concussion,http://www.ted.com/talks/view/id/1012,Neuropsychologist Kim Gorgens makes the case for better protecting our brains against the risk of concussion -- with a compelling pitch for putting helmets on kids.,TEDxDU 2010,0:09:21,3/2010,11/22/10,13.01539045
835,James Randi,"Homeopathy, quackery and fraud",http://www.ted.com/talks/view/id/835,"Legendary skeptic James Randi takes a fatal dose of homeopathic sleeping pills onstage, kicking off a searing 18-minute indictment of irrational beliefs. He throws out a challenge to the world's psychics: Prove what you do is real, and I'll give you a million dollars. (No takers yet.)",TED2007,0:17:19,3/2007,4/19/10,14.71699664
1152,Aaron Koblin,Visualizing ourselves ... with crowd-sourced data,http://www.ted.com/talks/view/id/1152,"Artist Aaron Koblin takes vast amounts of data -- and at times vast numbers of people -- and weaves them into stunning visualizations. From elegant lines tracing airline flights to landscapes of cell phone data, from a Johnny Cash video assembled from crowd-sourced drawings to the ""Wilderness Downtown"" video that customizes for the user, his works brilliantly explore how modern technology can make us more human.",TED2011,0:18:18,3/2011,5/23/11,14.18892826
2476,Stephen Petranek,Your kids might live on Mars. Here's how they'll survive,http://www.ted.com/talks/view/id/2476,"It sounds like science fiction, but journalist Stephen Petranek considers it fact: within 20 years, humans will live on Mars. In this provocative talk, Petranek makes the case that humans will become a spacefaring species and describes in fascinating detail how we'll make Mars our next home. ""Humans will survive no matter what happens on Earth,"" Petranek says. ""We will never be the last of our kind.""",TED2015,0:17:14,3/2015,4/12/16,14.11273917
1763,Camille Seaman,Photos from a storm chaser,http://www.ted.com/talks/view/id/1763,"Photographer Camille Seaman has been chasing storms for 5 years. In this talk she shows stunning, surreal photos of the heavens in tumult.",TED2013,0:03:26,2/2013,6/21/13,14.26541798
2637,Kate Adams,4 larger-than-life lessons from soap operas,http://www.ted.com/talks/view/id/2637,"Soap operas and telenovelas may be (ahem) overdramatic, but as Kate Adams shows us, their exaggerated stories and characters often cast light on the problems of real life. In this sparkling, funny talk, Adams, a former assistant casting director for ""As the World Turns,"" share four lessons for life and business that we can learn from melodramas.",TED@UPS,0:12:27,9/2016,12/2/16,14.08359841
2059,Clint Smith,The danger of silence,http://www.ted.com/talks/view/id/2059,"""We spend so much time listening to the things people are saying that we rarely pay attention to the things they don't,"" says poet and teacher Clint Smith. A short, powerful piece from the heart, about finding the courage to speak up against ignorance and injustice.",TED@NYC,0:04:18,7/2014,8/15/14,15.12257257
1218,Lee Cronin,Making matter come alive,http://www.ted.com/talks/view/id/1218,"Before life existed on Earth, there was just matter, inorganic dead ""stuff."" How improbable is it that life arose? And -- could it use a different type of chemistry? Using an elegant definition of life (anything that can evolve), chemist Lee Cronin is exploring this question by attempting to create a fully inorganic cell using a ""Lego kit"" of inorganic molecules -- no carbon -- that can assemble, replicate and compete.",TEDGlobal 2011,0:15:11,7/2011,9/8/11,13.44365091
